ID,signup_ym,birth_year,annual_income,marital_status,children,Recency,amount_alcohol,amount_fruit,amount_meat,amount_fish,amount_snack,amount_general,Monetary,num_purchase_web,num_purchase_store,num_purchase_discount,Frequency,promotion_1,promotion_2,promotion_3,promotion_4,promotion_5,promotion_6,revenue
3759,21.Oct,1966,84754800,배우자 있음,2,34,965900,24700,235300,15600,0,260000,1501500,7,11,2,20,0,0,1,0,0,0,11
3619,20.Dec,1968,113496500,이혼,0,19,448500,32500,651300,81900,179400,104000,1497600,5,8,1,14,0,0,0,0,1,1,11
3298,21.Feb,1964,68864900,배우자 있음,1,92,1112800,0,98800,15600,11700,258700,1497600,9,9,7,25,0,0,0,0,0,0,11
7972,21.Dec,1963,94777800,미혼,0,79,520000,41600,674700,92300,97500,70200,1496300,3,9,1,13,0,0,0,0,0,0,11
8727,22.Jan,1986,82800900,이혼,1,63,763100,55900,438100,54600,113100,70200,1495000,11,9,3,23,0,0,0,0,0,0,11
3056,22.Jan,1986,82800900,이혼,1,63,763100,55900,438100,54600,113100,70200,1495000,11,9,3,23,0,0,0,0,0,0,11
2008,22.May,1986,100857900,배우자 있음,0,93,483600,29900,499200,325000,15600,140400,1493700,4,9,1,14,1,0,0,0,0,0,11
9495,21.Aug,1990,93408900,배우자 있음,0,29,465400,140400,536900,183300,126100,41600,1493700,2,6,1,9,0,0,0,0,0,0,11
2631,21.Aug,1990,93408900,배우자 있음,0,29,465400,140400,536900,183300,126100,41600,1493700,2,6,1,9,0,0,0,0,0,0,11
1440,20.Dec,1986,68266900,배우자 있음,0,84,477100,22100,313300,135200,244400,301600,1493700,9,9,2,20,0,0,0,0,0,0,11
10992,20.Nov,1975,98412600,배우자 있음,2,77,845000,36400,458900,58500,54600,39000,1492400,4,11,5,20,0,0,0,0,0,0,11
1092,20.Nov,1988,79318200,배우자 있음,1,17,349700,167700,643500,236600,55900,37700,1491100,9,4,4,17,0,0,0,0,0,0,11
6327,22.Mar,1975,85510100,배우자 있음,0,87,734500,41600,565500,36400,41600,70200,1489800,2,6,1,9,0,0,0,0,0,0,11
2674,20.Dec,1966,97700200,미혼,1,79,705900,13000,266500,208000,185900,106600,1485900,6,6,1,13,0,0,0,0,0,1,11
269,21.Feb,1971,60784100,미혼,1,71,1010100,39000,211900,0,66300,158600,1485900,4,7,6,17,0,0,0,0,0,0,11
8969,21.Apr,1985,93411500,배우자 있음,1,59,712400,40300,548600,0,145600,36400,1483300,5,11,4,20,0,0,0,0,0,0,11
9224,21.Mar,1980,71838000,미혼,1,81,1072500,10400,68900,14300,0,314600,1480700,8,5,2,15,0,0,0,0,0,0,11
3595,22.May,1971,100393800,배우자 있음,1,29,820300,55900,310700,166400,98800,27300,1479400,6,12,2,20,0,0,0,0,0,0,11
7215,21.Jun,1991,132561000,미혼,0,69,938600,35100,132600,57200,93600,218400,1475500,6,13,0,19,1,0,0,1,1,1,11
454,21.Feb,1988,90360400,배우자 있음,1,48,1071200,41600,210600,54600,41600,55900,1475500,11,11,2,24,0,0,0,0,0,0,11
6652,22.Sep,1973,100545900,배우자 있음,0,28,295100,196300,744900,127400,70200,40300,1474200,3,9,1,13,0,0,0,0,0,0,11
9349,22.Mar,1993,120292900,배우자 있음,0,84,900900,27300,153400,143000,191100,54600,1470300,6,11,1,18,1,0,0,0,1,0,11
6428,22.Jul,1958,99894600,사별,0,37,786500,13000,448500,109200,70200,41600,1469000,1,7,1,9,0,0,0,0,0,0,11
8920,21.Apr,1975,77005500,미혼,1,4,582400,52000,609700,104000,0,118300,1466400,11,12,3,26,0,0,0,0,0,0,11
2669,22.Jul,2001,96580900,미혼,0,66,487500,197600,435500,120900,118300,105300,1465100,5,6,1,12,0,0,0,0,0,0,11
10037,22.Jul,2001,96580900,미혼,0,66,487500,197600,435500,120900,118300,105300,1465100,5,6,1,12,0,0,0,0,0,0,11
5796,22.Feb,1971,100668100,배우자 있음,0,70,728000,27300,574600,37700,57200,37700,1462500,4,13,1,18,0,0,0,0,1,0,11
4002,22.Jan,1968,100148100,배우자 있음,1,3,601900,124800,432900,218400,68900,13000,1459900,7,12,1,20,0,0,0,0,0,0,11
9206,22.Apr,1976,100596600,배우자 있음,1,36,638300,62400,300300,145600,136500,174200,1457300,5,12,2,19,0,0,0,0,1,0,11
9370,21.Aug,1953,85599800,배우자 있음,0,68,730600,105300,358800,104000,52000,105300,1456000,6,6,1,13,0,0,0,0,0,0,11
8957,21.Sep,1960,84280300,미혼,2,51,624000,111800,323700,97500,111800,187200,1456000,6,5,8,19,0,0,0,0,0,0,11
6637,22.Jan,1996,87036300,미혼,0,46,360100,210600,396500,224900,98800,161200,1452100,3,7,1,11,0,0,0,0,0,0,11
3233,21.Jun,1973,81568500,배우자 있음,1,89,730600,27300,603200,36400,13000,41600,1452100,7,11,3,21,0,0,0,0,0,0,11
25,21.Feb,1966,84692400,배우자 있음,1,9,598000,45500,548600,42900,15600,198900,1449500,6,7,2,15,0,0,0,0,0,0,11
5303,22.Jul,1982,103521600,배우자 있음,0,42,612300,0,663000,128700,27300,15600,1446900,6,9,1,16,0,0,0,0,0,0,11
10089,21.Jul,1982,133499600,이혼,0,5,218400,192400,577200,41600,223600,192400,1445600,6,13,1,20,1,1,0,1,1,1,11
4786,20.Dec,1985,97929000,배우자 있음,2,94,721500,106600,334100,120900,79300,79300,1441700,10,12,4,26,0,0,0,0,0,0,11
8091,20.Nov,1964,83125900,배우자 있음,1,50,549900,239200,478400,16900,126100,27300,1437800,6,6,1,13,0,0,0,0,0,0,11
9952,22.Mar,1955,101520900,배우자 있음,0,53,478400,41600,830700,16900,55900,13000,1436500,4,5,1,10,0,0,0,0,0,0,11
1524,21.May,1991,106207400,미혼,0,1,921700,58500,149500,39000,208000,58500,1435200,8,5,1,14,1,0,0,0,0,1,11
709,21.Mar,1960,66998100,이혼,1,27,1023100,26000,265200,0,0,119600,1433900,2,11,3,16,0,0,0,0,0,0,11
819,22.Feb,1953,82270500,사별,0,84,660400,161200,323700,65000,49400,174200,1433900,6,13,1,20,0,0,0,0,0,0,11
2125,22.Feb,1967,81942900,이혼,0,82,252200,79300,624000,292500,145600,39000,1432600,3,8,1,12,0,0,0,0,0,0,11
6439,20.Nov,1966,79396200,배우자 있음,1,37,1025700,0,172900,0,36400,197600,1432600,11,8,7,26,0,0,0,0,0,0,11
6521,22.Jun,1962,101363600,배우자 있음,0,18,796900,28600,414700,42900,132600,15600,1431300,4,9,1,14,0,0,0,0,0,0,11
309,21.Jan,1969,82344600,배우자 있음,1,48,1193400,27300,153400,16900,13000,27300,1431300,8,5,3,16,0,0,0,1,0,0,11
3571,21.Jan,1969,82344600,배우자 있음,1,48,1193400,27300,153400,16900,13000,27300,1431300,8,5,3,16,0,0,0,1,0,1,11
5682,21.Jun,1961,83340400,미혼,1,8,1232400,13000,111800,16900,27300,27300,1428700,6,11,4,21,0,0,0,0,0,0,11
8908,22.Aug,1967,113353500,배우자 있음,0,35,282100,98800,897000,65000,33800,49400,1426100,3,5,1,9,0,0,0,0,0,1,11
2410,22.Apr,1977,106154100,미혼,0,69,473200,52000,552500,205400,78000,65000,1426100,3,8,1,12,0,0,0,0,0,0,11
3867,21.Nov,1955,94976700,배우자 있음,1,36,533000,145600,546000,0,106600,92300,1423500,9,13,1,23,0,0,0,0,0,0,11
3859,21.Nov,1955,94976700,배우자 있음,1,36,533000,145600,546000,0,106600,92300,1423500,9,13,1,23,0,0,0,0,0,0,11
10383,21.Jun,1974,91373100,이혼,0,30,383500,45500,626600,157300,156000,52000,1420900,5,10,1,16,0,0,0,0,0,1,11
4679,22.Aug,1985,102323000,배우자 있음,1,42,937300,0,197600,154700,65000,65000,1419600,7,12,3,22,0,0,0,0,0,0,11
8041,20.Dec,1979,61244300,사별,1,35,773500,92300,198900,156000,145600,53300,1419600,3,10,6,19,0,0,0,0,0,0,11
3520,21.Jun,1998,118523600,미혼,0,94,210600,36400,1063400,0,36400,72800,1419600,4,7,0,11,1,1,1,0,1,1,11
9888,22.Sep,1977,89303500,배우자 있음,0,3,595400,105300,462800,137800,65000,52000,1418300,4,7,1,12,0,0,0,0,0,0,11
4399,22.Sep,1977,89303500,배우자 있음,0,3,595400,105300,462800,137800,65000,52000,1418300,4,7,1,12,0,0,0,0,0,0,11
10413,22.Jul,1992,94341000,배우자 있음,0,67,356200,107900,280800,196300,183300,291200,1415700,4,12,1,17,0,0,0,0,0,0,11
10061,21.Apr,1958,77300600,배우자 있음,1,29,941200,22100,185900,0,10400,254800,1414400,9,12,2,23,0,0,0,0,0,0,11
1079,21.Jan,1979,93559700,배우자 있음,1,59,1300000,0,98800,0,0,13000,1411800,3,9,3,15,0,0,0,1,0,0,11
5407,21.Dec,1962,69033900,배우자 있음,1,70,947700,22100,172900,14300,0,253500,1410500,10,7,5,22,0,0,1,0,0,0,11
2995,21.Nov,1965,86626800,배우자 있음,0,64,378300,13000,895700,109200,13000,0,1409200,3,9,1,13,0,0,0,0,0,0,11
238,21.Apr,1975,87501700,배우자 있음,2,76,669500,61100,235300,193700,123500,123500,1406600,9,9,15,33,0,0,0,0,0,0,11
8852,20.Nov,1984,79383200,배우자 있음,1,80,503100,163800,444600,0,58500,234000,1404000,8,11,5,24,0,0,0,0,0,0,11
4640,20.Dec,1975,91841100,이혼,1,65,729300,110500,222300,32500,159900,148200,1402700,4,13,2,19,0,0,0,0,0,0,11
4070,20.Nov,1977,123332300,배우자 있음,2,99,219700,31200,718900,244400,0,187200,1401400,8,4,1,13,0,0,0,1,1,1,11
4137,22.Mar,1956,91865800,배우자 있음,0,29,517400,52000,477100,154700,158600,39000,1398800,7,4,1,12,0,0,0,0,0,0,11
3523,21.Apr,1970,97593600,배우자 있음,1,83,757900,44200,401700,0,28600,162500,1394900,5,8,2,15,0,0,0,0,0,0,11
2797,21.Nov,1985,93752100,배우자 있음,1,34,919100,26000,222300,84500,78000,65000,1394900,9,9,1,19,0,0,0,0,0,0,11
7342,20.Dec,1969,76939200,사별,1,6,443300,184600,146900,336700,196300,85800,1393600,6,12,3,21,0,0,0,0,0,0,11
796,21.Jan,1973,78209300,이혼,1,17,759200,57200,275600,59800,10400,230100,1392300,11,8,3,22,0,0,0,0,0,0,11
6694,22.Feb,1972,97806800,배우자 있음,1,27,569400,85800,520000,15600,49400,148200,1388400,8,13,1,22,0,0,0,0,0,0,11
10091,21.Aug,1964,78299000,미혼,1,78,676000,26000,477100,50700,105300,52000,1387100,6,6,2,14,0,0,0,0,0,0,11
5332,21.Oct,1968,107255200,배우자 있음,0,2,470600,65000,560300,174200,45500,70200,1385800,3,7,1,11,0,0,0,0,0,0,11
9120,21.Mar,1970,86534500,미혼,1,80,971100,13000,209300,84500,52000,54600,1384500,4,9,4,17,0,0,0,0,0,0,11
2324,22.Jan,1980,100157200,배우자 있음,1,12,812500,49400,314600,65000,44200,98800,1384500,7,11,2,20,0,0,1,0,0,0,11
5084,22.Mar,1983,75829000,사별,1,87,578500,68900,276900,135200,127400,196300,1383200,6,13,1,20,0,0,0,0,0,0,11
7094,22.Mar,1983,75829000,사별,1,87,578500,68900,276900,135200,127400,196300,1383200,6,13,1,20,0,0,0,0,0,0,11
2072,20.Nov,1977,69386200,배우자 있음,1,34,1164800,13000,131300,16900,13000,44200,1383200,4,9,6,19,0,0,1,0,0,1,11
6931,22.May,1975,100076600,이혼,0,19,603200,196300,379600,84500,78000,39000,1380600,8,4,1,13,0,0,0,0,1,1,11
1031,21.Aug,1997,111423000,배우자 있음,0,5,780000,26000,455000,37700,39000,42900,1380600,6,10,1,17,0,0,0,0,1,0,11
1453,21.Oct,1951,74766900,사별,0,59,955500,52000,237900,67600,26000,39000,1378000,9,13,2,24,0,0,0,0,0,0,11
11084,22.Feb,1984,84635200,배우자 있음,1,4,959400,0,301600,16900,26000,65000,1368900,3,7,2,12,0,0,0,0,0,1,11
5172,22.Feb,1984,84635200,배우자 있음,1,4,959400,0,301600,16900,26000,65000,1368900,3,7,2,12,0,0,0,0,0,0,11
2863,21.Nov,1978,,미혼,3,67,959400,26000,223600,67600,65000,26000,1367600,2,10,6,18,1,0,0,1,0,0,11
7849,21.Dec,1978,104436800,배우자 있음,0,12,271700,24700,592800,208000,184600,85800,1367600,2,13,1,16,0,0,0,0,0,0,11
8602,21.Sep,1972,90911600,이혼,1,97,535600,223600,198900,195000,136500,74100,1363700,7,11,2,20,0,0,0,0,0,0,11
9817,20.Nov,1978,58242600,미혼,0,71,1108900,13000,185900,16900,13000,26000,1363700,9,12,2,23,0,0,0,0,0,0,11
9153,21.Oct,1972,77095200,배우자 있음,1,81,543400,79300,556400,104000,66300,13000,1362400,7,10,3,20,0,0,0,0,0,0,11
7706,21.Feb,1983,60803600,배우자 있음,1,88,455000,135200,245700,256100,196300,74100,1362400,11,5,6,22,0,0,1,0,0,0,11
2075,22.Feb,1977,94198000,배우자 있음,0,56,490100,13000,702000,104000,39000,13000,1361100,3,7,1,11,0,0,0,0,0,0,11
10770,22.Apr,1967,85139600,배우자 있음,0,73,321100,209300,383500,273000,110500,61100,1358500,4,13,2,19,0,0,0,0,0,0,11
7279,21.Dec,1977,90318800,배우자 있음,0,3,338000,111800,726700,81900,11700,87100,1357200,4,4,1,9,0,0,0,0,0,0,11
9904,21.Jun,1964,92808300,배우자 있음,1,50,436800,159900,356200,59800,159900,183300,1355900,6,12,5,23,0,0,0,0,0,0,11
3170,21.Nov,1965,88592400,배우자 있음,0,86,505700,85800,530400,48100,74100,110500,1354600,4,6,1,11,0,0,0,0,0,0,11
9999,20.Dec,1973,97858800,배우자 있음,0,2,793000,136500,162500,178100,54600,27300,1352000,9,9,1,19,0,0,0,0,0,0,11
1570,21.May,1959,90612600,배우자 있음,1,8,863200,11700,312000,65000,24700,74100,1350700,7,10,2,19,0,0,0,0,0,0,11
8659,22.Apr,1960,90746500,배우자 있음,1,50,975000,92300,226200,16900,13000,26000,1349400,6,11,2,19,0,0,0,0,0,0,11
9559,22.Apr,1969,74193600,배우자 있음,1,79,1227200,0,78000,0,0,39000,1344200,7,13,2,22,0,0,1,0,0,0,11
2793,21.Oct,1984,91232700,이혼,1,10,691600,114400,218400,89700,57200,172900,1344200,7,13,3,23,0,0,0,0,0,0,11
1071,21.Oct,1984,91232700,이혼,1,10,691600,114400,218400,89700,57200,172900,1344200,7,13,3,23,0,0,0,0,0,0,11
10562,21.Dec,1954,86885500,배우자 있음,0,21,806000,33800,253500,44200,22100,183300,1342900,6,13,1,20,0,0,0,0,0,0,11
4998,22.Aug,1970,98905300,배우자 있음,0,85,379600,39000,539500,81900,42900,260000,1342900,4,4,1,9,1,0,0,0,0,0,11
7321,22.Aug,1970,98905300,배우자 있음,0,85,379600,39000,539500,81900,42900,260000,1342900,4,4,1,9,1,0,0,0,0,0,11
7881,21.Dec,1954,86885500,배우자 있음,0,21,806000,33800,253500,44200,22100,183300,1342900,6,13,1,20,0,0,0,0,0,0,11
9185,22.Jan,1974,90686700,미혼,0,38,587600,26000,668200,16900,39000,0,1337700,4,5,3,12,0,0,0,0,0,1,11
9204,20.Dec,1978,86750300,사별,1,33,482300,206700,252200,75400,137800,183300,1337700,4,6,4,14,0,0,0,0,0,0,11
17,21.Dec,1979,78638300,배우자 있음,1,81,828100,61100,308100,15600,24700,98800,1336400,6,7,4,17,0,0,0,0,0,0,11
437,22.Apr,1984,97515600,이혼,0,41,382200,184600,283400,213200,75400,196300,1335100,3,11,1,15,0,0,0,0,0,0,11
2350,21.Jun,1980,77565800,배우자 있음,2,87,809900,68900,231400,29900,22100,172900,1335100,3,8,7,18,0,0,0,1,0,0,11
640,21.Jun,1959,74495200,배우자 있음,1,61,462800,104000,427700,179400,22100,137800,1333800,7,10,2,19,0,0,0,0,0,0,11
6906,21.Aug,1961,110438900,사별,0,73,217100,62400,782600,81900,93600,93600,1331200,3,4,1,8,1,0,0,1,1,1,11
7055,21.Jan,1960,79313000,배우자 있음,1,57,1154400,0,74100,0,0,98800,1327300,8,11,2,21,0,0,0,0,0,0,11
1008,21.Mar,1989,58438900,배우자 있음,0,31,946400,22100,172900,14300,10400,161200,1327300,7,13,1,21,0,0,1,0,0,0,11
1077,21.Mar,1982,73729500,배우자 있음,0,52,335400,136500,310700,308100,223600,11700,1326000,7,4,1,12,0,0,0,0,0,0,11
9855,21.Nov,1960,80600000,미혼,1,25,1168700,0,131300,0,0,26000,1326000,6,13,1,20,1,0,0,0,0,0,11
1081,21.Jun,1965,97867900,배우자 있음,3,26,952900,11700,234000,15600,24700,85800,1324700,6,5,11,22,0,0,0,0,0,0,11
9723,21.Apr,1968,88030800,배우자 있음,1,8,689000,184600,282100,80600,11700,72800,1320800,7,13,4,24,0,0,0,1,0,0,11
9907,22.Mar,1977,86418800,배우자 있음,1,80,964600,36400,197600,32500,11700,74100,1316900,6,10,2,18,0,0,0,0,0,0,11
8925,21.Sep,1973,91068900,배우자 있음,1,38,665600,68900,127400,105300,232700,115700,1315600,8,10,3,21,0,0,0,0,0,0,11
9940,21.Mar,1966,84449300,배우자 있음,1,97,496600,148200,358800,97500,161200,49400,1311700,6,4,2,12,0,0,0,0,0,0,11
3767,21.Jul,1976,79708200,배우자 있음,1,1,491400,0,245700,126100,223600,223600,1310400,5,12,2,19,0,0,0,0,0,0,11
9504,22.Feb,1957,106207400,배우자 있음,0,4,232700,36400,676000,144300,159900,61100,1310400,3,13,1,17,0,0,0,0,0,1,11
3870,21.May,1986,83011500,배우자 있음,0,28,466700,45500,408200,120900,150800,115700,1307800,7,13,1,21,0,0,0,0,0,0,11
6202,21.Jan,1968,82395300,배우자 있음,1,78,742300,65000,184600,42900,65000,206700,1306500,4,13,4,21,0,0,0,0,0,0,11
3856,21.Jan,1968,82395300,배우자 있음,1,78,742300,65000,184600,42900,65000,206700,1306500,4,13,4,21,0,0,0,0,0,0,11
1277,22.Jul,1968,102008400,배우자 있음,0,29,564200,28600,504400,135200,28600,44200,1305200,10,10,1,21,1,0,0,0,0,0,11
6905,20.Nov,2002,104890500,배우자 있음,0,55,313300,58500,785200,44200,33800,70200,1305200,6,10,1,17,0,0,0,0,0,0,11
10925,22.Apr,1991,99619000,배우자 있음,0,93,331500,40300,579800,52000,72800,227500,1303900,3,11,1,15,0,0,0,0,0,0,11
2807,21.May,1977,73834800,배우자 있음,1,24,852800,49400,209300,80600,61100,48100,1301300,8,7,3,18,0,0,0,0,0,0,11
10505,22.Mar,1968,95046900,배우자 있음,0,86,963300,24700,200200,65000,11700,36400,1301300,3,7,1,11,0,0,0,0,0,0,11
9256,21.Apr,1979,75855000,미혼,1,5,640900,33800,267800,150800,104000,104000,1301300,8,12,4,24,0,0,0,0,0,0,11
1052,21.May,1977,73834800,배우자 있음,1,24,852800,49400,209300,80600,61100,48100,1301300,8,7,3,18,0,0,0,0,0,0,11
1740,22.Jul,1952,72742800,배우자 있음,0,22,988000,49400,135200,65000,11700,49400,1298700,7,4,2,13,0,0,0,1,0,0,11
9353,22.Apr,1967,81185000,미혼,1,61,669500,61100,347100,80600,85800,49400,1293500,5,4,2,11,0,0,0,1,0,0,11
2882,20.Dec,1983,88260900,이혼,1,31,924300,36400,184600,63700,23400,61100,1293500,3,9,2,14,0,0,0,0,0,0,11
123,21.Apr,1959,87159800,사별,1,92,707200,45500,172900,29900,196300,139100,1290900,4,4,2,10,0,0,0,0,0,0,11
8534,21.Oct,1960,87662900,배우자 있음,2,51,799500,36400,336700,15600,62400,39000,1289600,6,13,4,23,0,0,0,1,0,0,11
2928,21.Feb,1983,68398200,미혼,1,63,1025700,0,184600,15600,11700,49400,1287000,2,8,2,12,0,0,0,0,0,0,11
2920,21.Feb,1983,68398200,미혼,1,63,1025700,0,184600,15600,11700,49400,1287000,2,8,2,12,0,0,0,0,0,0,11
10486,21.Aug,1956,100284600,배우자 있음,0,54,618800,97500,210600,37700,196300,126100,1287000,4,8,1,13,0,0,0,0,0,0,11
7631,22.Jan,1986,79749800,배우자 있음,1,34,730600,75400,218400,55900,20800,184600,1285700,5,10,1,16,0,0,0,0,0,0,11
5545,22.Jul,1980,101497500,배우자 있음,0,72,743600,10400,336700,44200,45500,104000,1284400,3,5,1,9,0,0,0,0,0,0,11
5798,22.Feb,1981,,배우자 있음,0,87,578500,48100,466700,127400,36400,23400,1280500,2,8,1,11,0,0,0,0,0,0,11
1371,22.Sep,1984,103923300,미혼,0,72,159900,213200,345800,295100,39000,226200,1279200,2,9,1,12,0,0,0,0,0,0,11
6281,21.May,1974,72391800,이혼,1,27,874900,0,258700,48100,61100,33800,1276600,6,5,2,13,0,0,1,0,0,0,11
291,21.Sep,1978,94822000,배우자 있음,0,13,236600,96200,387400,210600,193700,150800,1275300,3,6,1,10,0,0,0,0,0,0,11
6583,21.Aug,1963,94425500,배우자 있음,0,54,507000,28600,419900,135200,45500,139100,1275300,6,6,1,13,1,0,0,0,0,0,11
6295,21.May,1985,70502900,배우자 있음,1,46,847600,10400,205400,27300,0,184600,1275300,11,5,4,20,0,0,0,0,0,0,11
3433,21.Aug,1963,94425500,배우자 있음,0,54,507000,28600,419900,135200,45500,139100,1275300,6,6,1,13,1,0,0,0,0,0,11
4646,22.Feb,1959,102046100,배우자 있음,0,44,269100,33800,581100,97500,0,289900,1271400,5,12,1,18,1,0,0,0,0,0,11
6935,22.Feb,1959,102046100,배우자 있음,0,44,269100,33800,581100,97500,0,289900,1271400,5,12,1,18,1,0,0,0,0,0,11
716,22.Aug,1957,88284300,배우자 있음,1,63,687700,0,462800,81900,36400,0,1268800,6,11,3,20,0,0,0,0,0,0,11
9308,21.Aug,1962,81666000,배우자 있음,0,51,517400,79300,344500,179400,79300,68900,1268800,3,6,1,10,0,0,0,0,0,0,11
9167,21.Jun,1964,87270300,배우자 있음,1,72,604500,92300,325000,120900,45500,80600,1268800,9,12,3,24,0,0,0,0,0,0,11
544,21.Aug,1962,81666000,배우자 있음,0,51,517400,79300,344500,179400,79300,68900,1268800,3,6,1,10,0,0,0,0,0,0,11
6544,22.Aug,1957,88284300,배우자 있음,1,63,687700,0,462800,81900,36400,0,1268800,6,11,3,20,0,0,0,0,0,0,11
3503,22.Feb,1958,107198000,이혼,0,78,331500,61100,744900,67600,41600,19500,1266200,5,6,1,12,0,0,0,0,0,0,11
178,21.May,1964,81253900,배우자 있음,1,40,621400,0,250900,143000,97500,152100,1264900,8,11,4,23,0,0,0,0,0,0,11
10833,22.Aug,1983,84637800,배우자 있음,1,55,1027000,24700,172900,15600,0,24700,1264900,8,13,3,24,0,0,0,1,0,0,11
1993,21.Mar,1957,76189100,배우자 있음,1,63,1127100,0,111800,0,0,24700,1263600,2,9,3,14,0,0,0,1,0,0,11
6233,20.Dec,1984,85788300,배우자 있음,1,21,659100,24700,473200,32500,61100,11700,1262300,9,10,3,22,0,0,0,0,0,0,11
4743,21.May,1977,73114600,배우자 있음,1,72,895700,10400,217100,14300,10400,114400,1262300,8,11,5,24,0,0,0,0,0,0,11
5077,22.Jan,1987,100487400,배우자 있음,1,46,552500,149500,379600,29900,45500,102700,1259700,6,11,1,18,0,0,0,0,0,0,11
6173,22.Jan,1987,100487400,배우자 있음,1,46,552500,149500,379600,29900,45500,102700,1259700,6,11,1,18,0,0,0,0,0,0,11
7290,21.Jan,1993,91774800,미혼,0,68,451100,57200,694200,22100,0,33800,1258400,3,12,1,16,0,0,0,0,0,0,11
8895,21.Jan,1993,91774800,미혼,0,68,451100,57200,694200,22100,0,33800,1258400,3,12,1,16,0,0,0,0,0,0,11
3535,22.Jun,1973,86182200,미혼,0,68,326300,140400,434200,84500,119600,152100,1257100,4,5,1,10,0,0,0,0,0,0,11
7922,20.Nov,1959,84435000,미혼,1,29,1064700,0,93600,15600,0,81900,1255800,11,10,2,23,0,0,0,1,0,0,11
5114,21.Mar,1973,97247800,배우자 있음,1,1,871000,11700,323700,0,36400,11700,1254500,5,5,2,12,0,0,0,0,0,0,11
3852,21.Jun,1969,97345300,배우자 있음,2,48,656500,93600,351000,46800,35100,70200,1253200,9,12,4,25,0,0,0,0,0,0,11
1000,21.Jun,1969,97345300,배우자 있음,2,48,656500,93600,351000,46800,35100,70200,1253200,9,12,4,25,0,0,0,0,0,0,11
9624,22.Sep,1966,85134400,배우자 있음,0,46,783900,58500,269100,46800,23400,70200,1251900,3,6,1,10,0,0,0,0,0,0,11
2802,21.Mar,2000,113100000,배우자 있음,0,61,254800,32500,789100,87100,22100,63700,1249300,4,7,1,12,0,0,0,0,0,0,11
10548,22.Jun,2003,92511900,미혼,0,30,367900,22100,483600,179400,137800,57200,1248000,3,12,1,16,0,0,0,0,0,0,11
1628,22.Jan,1979,93334800,배우자 있음,0,54,460200,27300,404300,217100,97500,41600,1248000,9,4,1,14,0,0,0,0,0,0,11
3254,22.Jan,1979,92151800,배우자 있음,1,65,529100,91000,310700,133900,114400,68900,1248000,5,4,1,10,0,0,0,0,0,0,11
3445,21.Apr,1964,78928200,미혼,0,56,280800,210600,291200,131300,119600,210600,1244100,7,10,2,19,0,0,0,0,0,1,11
143,21.Nov,1978,79571700,미혼,0,73,605800,0,291200,154700,63700,128700,1244100,5,4,1,10,0,0,0,0,0,0,11
3412,21.Apr,1959,87595300,배우자 있음,1,67,1059500,10400,68900,14300,0,91000,1244100,2,9,4,15,0,0,0,1,0,0,11
2415,22.Jul,1970,81338400,배우자 있음,1,99,470600,22100,517400,104000,45500,79300,1238900,5,5,3,13,1,0,0,0,0,0,11
3336,22.Feb,1956,86287500,배우자 있음,1,96,925600,0,58500,0,0,248300,1232400,2,5,3,10,0,0,1,0,0,0,11
10151,20.Dec,1968,80865200,이혼,2,38,412100,59800,321100,196300,59800,180700,1229800,4,12,1,17,0,0,0,0,0,0,11
6461,21.Aug,1977,81603600,미혼,1,74,755300,63700,204100,55900,10400,140400,1229800,5,11,1,17,0,0,0,1,0,0,11
10584,22.Feb,1984,85364500,배우자 있음,1,77,292500,210600,503100,137800,46800,37700,1228500,5,8,1,14,0,0,0,0,0,0,11
4320,21.Jun,1987,78197600,미혼,1,6,422500,107900,390000,111800,75400,118300,1225900,6,12,1,19,0,0,0,0,0,0,11
3967,22.Jan,1979,102610300,배우자 있음,0,19,430300,256100,221000,75400,197600,45500,1225900,2,13,1,16,0,0,0,0,0,0,11
1411,22.Feb,1960,107409900,이혼,0,58,265200,44200,265200,223600,198900,224900,1222000,2,4,1,7,0,0,0,0,0,0,11
10972,22.Jun,1957,93987400,사별,0,52,812500,45500,219700,75400,22100,45500,1220700,4,6,1,11,0,0,0,1,1,0,11
6181,20.Oct,1958,67863900,배우자 있음,0,36,634400,27300,309400,72800,140400,36400,1220700,8,11,1,20,0,0,0,0,0,0,11
11013,21.Jun,1995,87886500,배우자 있음,0,84,436800,36400,366600,239200,70200,70200,1219400,2,6,1,9,0,0,0,0,0,0,11
6001,21.Mar,1987,73807500,배우자 있음,1,62,798200,45500,208000,75400,45500,45500,1218100,5,10,2,17,0,0,0,0,0,0,11
1212,21.Nov,1981,68698500,배우자 있음,1,7,499200,32500,379600,169000,53300,83200,1216800,8,6,3,17,0,0,1,0,0,0,11
2591,22.Sep,1967,99216000,사별,1,49,683800,45500,278200,89700,68900,45500,1211600,6,4,2,12,0,0,0,0,0,0,11
10983,21.Apr,1960,97861400,배우자 있음,0,17,395200,127400,299000,195000,96200,96200,1209000,6,13,1,20,0,0,0,0,0,0,11
3945,21.Jun,1955,88552100,사별,1,80,803400,57200,279500,0,22100,46800,1209000,11,4,2,17,0,0,1,0,0,1,11
7129,21.May,1970,71100900,배우자 있음,1,72,891800,22100,184600,29900,33800,45500,1207700,6,13,8,27,0,0,0,0,0,0,11
2891,22.Jan,1971,88553400,이혼,1,51,773500,29900,159900,13000,29900,200200,1206400,8,4,2,14,0,0,0,0,0,0,11
